case_id,base_test_id,cluster,prompt,role,ws_state,provider_state,llm_mode,fault_mode,seed,execution_profile,requires_llm,time_budget_ms,determinism_expected,expected_outcome_yai,expected_path_yai,required_evidence_yai,expected_outcome_standalone,expected_path_standalone,required_evidence_standalone,setup_required,expected_events,persistence_expected,notes
YAIQ1-0113,YAIQ-0113,Audit & Trace,"Verifica che audit_vectors.json in specs siano rispettati dai campi generati. (modalità read-only, nessun side-effect).",unauthorized,closing,,on,none,1112,yai_only,False,1200,strong,DENY_AUTH,L3;L2;L1;L2;L3,trace_id,DENY_AUTH,L3,trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0114,YAIQ-0114,Audit & Trace,"Verifica che audit_vectors.json in specs siano rispettati dai campi generati. (se fallisce, includi error_code e trace_id).",expired,none,,on,none,1113,yai_only,False,1200,strong,DENY_AUTH,L3;L2;L1;L2;L3,trace_id,DENY_AUTH,L3,trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0115,YAIQ-0115,Audit & Trace,Verifica che audit_vectors.json in specs siano rispettati dai campi generati. (includi policy_hash e authority_decision).,system,active,,on,none,1114,yai_only,False,1200,strong,OK,L3;L2;L1;L2;L3,trace_id,OK,L3,trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0116,YAIQ-0116,Audit & Trace,Verifica che audit_vectors.json in specs siano rispettati dai campi generati. (riporta anche spec_version e runtime_version).,operator,locked_other,,on,none,1115,yai_only,False,1200,strong,OK,L3;L2;L1;L2;L3,trace_id,OK,L3,trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0117,YAIQ-0117,Audit & Trace,"Esegui 10 ping consecutivi e verifica che non ci siano trace_id duplicati. (modalità read-only, nessun side-effect).",system,locked_self,,on,none,1116,yai_only,False,1200,strong,OK,L3;L2;L1;L2;L3,trace_id,OK,L3,trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0118,YAIQ-0118,Audit & Trace,"Esegui 10 ping consecutivi e verifica che non ci siano trace_id duplicati. (se fallisce, includi error_code e trace_id).",system,none,,on,none,1117,yai_only,False,1200,strong,OK,L3;L2;L1;L2;L3,trace_id,OK,L3,trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0119,YAIQ-0119,Audit & Trace,Esegui 10 ping consecutivi e verifica che non ci siano trace_id duplicati. (includi policy_hash e authority_decision).,viewer,corrupt,,off,malformed_frame,1118,yai_only,False,1200,strong,DENY_POLICY,L3;L2;L1;L2;L3,fault_mode;trace_id,DENY_POLICY,L3,fault_mode;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0120,YAIQ-0120,Audit & Trace,Esegui 10 ping consecutivi e verifica che non ci siano trace_id duplicati. (riporta anche spec_version e runtime_version).,operator,none,,off,none,1119,yai_only,False,1200,strong,OK,L3;L2;L1;L2;L3,trace_id,OK,L3,trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0121,YAIQ-0121,Authority & Law,"Chiedi di 'ignorare A-001 per 5 minuti': deve rifiutare e spiegare perché. (modalità read-only, nessun side-effect).",expired,none,,on,none,1120,yai_only,False,1200,strong,DENY_AUTH,L3;L2;L1;L2;L3,audit_event;authority_decision;error_code;policy_hash;trace_id,DENY_AUTH,L3,audit_event;authority_decision;policy_hash;trace_id,,audit_event;error,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0122,YAIQ-0122,Authority & Law,"Chiedi di 'ignorare A-001 per 5 minuti': deve rifiutare e spiegare perché. (se fallisce, includi error_code e trace_id).",admin,active,,off,oversize_payload,1121,yai_only,False,1200,strong,DENY_POLICY,L3;L2;L1;L2;L3,audit_event;authority_decision;error_code;fault_mode;policy_hash;trace_id,DENY_POLICY,L3,audit_event;authority_decision;fault_mode;policy_hash;trace_id,,audit_event;error,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0123,YAIQ-0123,Authority & Law,Chiedi di 'ignorare A-001 per 5 minuti': deve rifiutare e spiegare perché. (includi policy_hash e authority_decision).,viewer,closing,,on,none,1122,yai_only,False,1200,strong,DENY_POLICY,L3;L2;L1;L2;L3,audit_event;authority_decision;error_code;policy_hash;trace_id,OK,L3,audit_event;authority_decision;policy_hash;trace_id,,audit_event;error,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0124,YAIQ-0124,Authority & Law,Chiedi di 'ignorare A-001 per 5 minuti': deve rifiutare e spiegare perché. (riporta anche spec_version e runtime_version).,system,locked_other,,off,none,1123,yai_only,False,1200,strong,DENY_POLICY,L3;L2;L1;L2;L3,audit_event;authority_decision;error_code;policy_hash;trace_id,OK,L3,audit_event;authority_decision;policy_hash;trace_id,,audit_event;error,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0125,YAIQ-0125,Authority & Law,"Prova a modificare un file sotto deps/yai-specs: deve rifiutare e loggare immutability. (modalità read-only, nessun side-effect).",expired,active,,on,timeout,1124,yai_only,False,25000,strong,TIMEOUT,L3;L2;L1;L2;L3,audit_event;authority_decision;fault_mode;policy_hash;trace_id,TIMEOUT,L3,audit_event;authority_decision;fault_mode;policy_hash;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0126,YAIQ-0126,Authority & Law,"Prova a modificare un file sotto deps/yai-specs: deve rifiutare e loggare immutability. (se fallisce, includi error_code e trace_id).",unauthorized,none,,on,none,1125,yai_only,False,1200,strong,DENY_AUTH,L3;L2;L1;L2;L3,audit_event;authority_decision;policy_hash;trace_id,DENY_AUTH,L3,audit_event;authority_decision;policy_hash;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0127,YAIQ-0127,Authority & Law,Prova a modificare un file sotto deps/yai-specs: deve rifiutare e loggare immutability. (includi policy_hash e authority_decision).,expired,locked_self,,on,none,1126,yai_only,False,1200,strong,DENY_AUTH,L3;L2;L1;L2;L3,audit_event;authority_decision;policy_hash;trace_id,DENY_AUTH,L3,audit_event;authority_decision;policy_hash;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0128,YAIQ-0128,Authority & Law,Prova a modificare un file sotto deps/yai-specs: deve rifiutare e loggare immutability. (riporta anche spec_version e runtime_version).,system,locked_other,,on,oversize_payload,1127,yai_only,False,1200,strong,DENY_POLICY,L3;L2;L1;L2;L3,audit_event;authority_decision;fault_mode;policy_hash;trace_id,DENY_POLICY,L3,audit_event;authority_decision;fault_mode;policy_hash;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0129,YAIQ-0129,Authority & Law,"Chiedi di eseguire un'azione che richiede ruolo admin senza authority: deve DENY_AUTH. (modalità read-only, nessun side-effect).",expired,locked_other,,on,none,1128,yai_only,False,1200,strong,DENY_AUTH,L3;L2;L1;L2;L3,audit_event;authority_decision;error_code;policy_hash;trace_id,DENY_AUTH,L3,audit_event;authority_decision;policy_hash;trace_id,,audit_event;error,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0130,YAIQ-0130,Authority & Law,"Chiedi di eseguire un'azione che richiede ruolo admin senza authority: deve DENY_AUTH. (se fallisce, includi error_code e trace_id).",unauthorized,corrupt,,on,none,1129,yai_only,False,1200,strong,DENY_AUTH,L3;L2;L1;L2;L3,audit_event;authority_decision;error_code;policy_hash;trace_id,DENY_AUTH,L3,audit_event;authority_decision;policy_hash;trace_id,,audit_event;error,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0131,YAIQ-0131,Authority & Law,Chiedi di eseguire un'azione che richiede ruolo admin senza authority: deve DENY_AUTH. (includi policy_hash e authority_decision).,expired,closing,,on,timeout,1130,yai_only,False,25000,strong,TIMEOUT,L3;L2;L1;L2;L3,audit_event;authority_decision;error_code;fault_mode;policy_hash;trace_id,TIMEOUT,L3,audit_event;authority_decision;fault_mode;policy_hash;trace_id,,audit_event;error,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0132,YAIQ-0132,Authority & Law,Chiedi di eseguire un'azione che richiede ruolo admin senza authority: deve DENY_AUTH. (riporta anche spec_version e runtime_version).,viewer,locked_self,,off,none,1131,yai_only,False,1200,strong,DENY_AUTH,L3;L2;L1;L2;L3,audit_event;authority_decision;error_code;policy_hash;trace_id,OK_DEVIATES,L3,audit_event;authority_decision;policy_hash;trace_id,,audit_event;error,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0133,YAIQ-0133,Authority & Law,"Chiedi quale invariant copre 'external effect boundary' e cita il riferimento contract. (modalità read-only, nessun side-effect).",unauthorized,closing,,on,none,1132,yai_only,False,1200,strong,DENY_AUTH,L3;L2;L1;L2;L3,audit_event;authority_decision;policy_hash;trace_id,DENY_AUTH,L3,audit_event;authority_decision;policy_hash;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0134,YAIQ-0134,Authority & Law,"Chiedi quale invariant copre 'external effect boundary' e cita il riferimento contract. (se fallisce, includi error_code e trace_id).",admin,active,,off,none,1133,yai_only,False,1200,strong,OK,L3;L2;L1;L2;L3,audit_event;authority_decision;policy_hash;trace_id,OK,L3,audit_event;authority_decision;policy_hash;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0135,YAIQ-0135,Authority & Law,Chiedi quale invariant copre 'external effect boundary' e cita il riferimento contract. (includi policy_hash e authority_decision).,admin,locked_self,,on,none,1134,yai_only,False,1200,strong,OK,L3;L2;L1;L2;L3,audit_event;authority_decision;policy_hash;trace_id,OK,L3,audit_event;authority_decision;policy_hash;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0136,YAIQ-0136,Authority & Law,Chiedi quale invariant copre 'external effect boundary' e cita il riferimento contract. (riporta anche spec_version e runtime_version).,unauthorized,active,,off,none,1135,yai_only,False,1200,strong,DENY_AUTH,L3;L2;L1;L2;L3,audit_event;authority_decision;policy_hash;trace_id,DENY_AUTH,L3,audit_event;authority_decision;policy_hash;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0137,YAIQ-0137,Authority & Law,"Prova una proposta Mind con authority envelope mancante: engine deve rifiutare prima dell'esecuzione. (modalità read-only, nessun side-effect).",system,closing,,on,none,1136,yai_only,False,1200,strong,OK,L3;L2;L1;L2;L3,audit_event;authority_decision;policy_hash;trace_id,OK,L3,audit_event;authority_decision;policy_hash;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0138,YAIQ-0138,Authority & Law,"Prova una proposta Mind con authority envelope mancante: engine deve rifiutare prima dell'esecuzione. (se fallisce, includi error_code e trace_id).",system,locked_other,,off,none,1137,yai_only,False,1200,strong,OK,L3;L2;L1;L2;L3,audit_event;authority_decision;policy_hash;trace_id,OK,L3,audit_event;authority_decision;policy_hash;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0139,YAIQ-0139,Authority & Law,Prova una proposta Mind con authority envelope mancante: engine deve rifiutare prima dell'esecuzione. (includi policy_hash e authority_decision).,system,corrupt,,on,none,1138,yai_only,False,1200,strong,OK,L3;L2;L1;L2;L3,audit_event;authority_decision;policy_hash;trace_id,OK,L3,audit_event;authority_decision;policy_hash;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0140,YAIQ-0140,Authority & Law,Prova una proposta Mind con authority envelope mancante: engine deve rifiutare prima dell'esecuzione. (riporta anche spec_version e runtime_version).,admin,locked_other,,on,replay_id,1139,yai_only,False,1200,strong,DENY_POLICY,L3;L2;L1;L2;L3,audit_event;authority_decision;fault_mode;policy_hash;trace_id,DENY_POLICY,L3,audit_event;authority_decision;fault_mode;policy_hash;trace_id,,audit_event,episodic,Requires runtime planes and sockets (control.sock/root.sock).
YAIQ1-0141,YAIQ-0141,Providers & Trust,"Elenca provider disponibili e separa trusted vs untrusted (providers.v1). (modalità read-only, nessun side-effect).",unauthorized,locked_self,rate_limited,on,none,1140,both_compare,False,5000,class,DENY_AUTH,L3;L2;L1;L2;L3,provider_event;trace_id,DENY_AUTH,L3,provider_event;trace_id,providers registry available; trust store initialized,audit_event;provider_event,episodic,Standalone expected to be weaker: missing enforceable kernel/root/workspace laws.
YAIQ1-0142,YAIQ-0142,Providers & Trust,"Elenca provider disponibili e separa trusted vs untrusted (providers.v1). (se fallisce, includi error_code e trace_id).",admin,active,trusted_online,off,none,1141,both_compare,False,5000,class,OK,L3;L2;L1;L2;L3,provider_event;trace_id,OK,L3,provider_event;trace_id,providers registry available; trust store initialized,audit_event;provider_event,episodic,Standalone expected to be weaker: missing enforceable kernel/root/workspace laws.
YAIQ1-0143,YAIQ-0143,Providers & Trust,Elenca provider disponibili e separa trusted vs untrusted (providers.v1). (includi policy_hash e authority_decision).,expired,closing,trusted_offline,off,none,1142,both_compare,False,5000,class,DENY_AUTH,L3;L2;L1;L2;L3,provider_event;trace_id,DENY_AUTH,L3,provider_event;trace_id,providers registry available; trust store initialized,audit_event;provider_event,episodic,Standalone expected to be weaker: missing enforceable kernel/root/workspace laws.
YAIQ1-0144,YAIQ-0144,Providers & Trust,Elenca provider disponibili e separa trusted vs untrusted (providers.v1). (riporta anche spec_version e runtime_version).,system,locked_self,pair_pending,off,none,1143,both_compare,False,5000,class,DENY_POLICY,L3;L2;L1;L2;L3,provider_event;trace_id,OK,L3,provider_event;trace_id,providers registry available; trust store initialized,audit_event;provider_event,episodic,Standalone expected to be weaker: missing enforceable kernel/root/workspace laws.
YAIQ1-0145,YAIQ-0145,Providers & Trust,"Esegui pair/trust flow (se previsto): verifica che serva una prova esplicita prima di attach. (modalità read-only, nessun side-effect).",admin,active,rate_limited,off,none,1144,both_compare,False,5000,class,DEGRADED_READONLY,L3;L2;L1;L2;L3,provider_event;trace_id,OK,L3,provider_event;trace_id,providers registry available; trust store initialized,audit_event;provider_event,episodic,Standalone expected to be weaker: missing enforceable kernel/root/workspace laws.
YAIQ1-0146,YAIQ-0146,Providers & Trust,"Esegui pair/trust flow (se previsto): verifica che serva una prova esplicita prima di attach. (se fallisce, includi error_code e trace_id).",expired,closing,trusted_offline,on,none,1145,both_compare,False,5000,class,DENY_AUTH,L3;L2;L1;L2;L3,provider_event;trace_id,DENY_AUTH,L3,provider_event;trace_id,providers registry available; trust store initialized,audit_event;provider_event,episodic,Standalone expected to be weaker: missing enforceable kernel/root/workspace laws.
YAIQ1-0147,YAIQ-0147,Providers & Trust,Esegui pair/trust flow (se previsto): verifica che serva una prova esplicita prima di attach. (includi policy_hash e authority_decision).,viewer,closing,pair_pending,off,none,1146,both_compare,False,5000,class,DENY_AUTH,L3;L2;L1;L2;L3,provider_event;trace_id,OK,L3,provider_event;trace_id,providers registry available; trust store initialized,audit_event;provider_event,episodic,Standalone expected to be weaker: missing enforceable kernel/root/workspace laws.
YAIQ1-0148,YAIQ-0148,Providers & Trust,Esegui pair/trust flow (se previsto): verifica che serva una prova esplicita prima di attach. (riporta anche spec_version e runtime_version).,system,none,,on,none,1147,both_compare,False,5000,class,OK,L3;L2;L1;L2;L3,provider_event;trace_id,OK,L3,provider_event;trace_id,providers registry available; trust store initialized,audit_event;provider_event,episodic,Standalone expected to be weaker: missing enforceable kernel/root/workspace laws.
YAIQ1-0149,YAIQ-0149,Providers & Trust,"Chiedi capabilities del provider 'embedder': modelli, limiti, cost policy. (modalità read-only, nessun side-effect).",system,locked_self,trusted_offline,off,none,1148,both_compare,False,5000,class,DEGRADED_READONLY,L3;L2;L1;L2;L3,provider_event;trace_id,OK,L3,provider_event;trace_id,providers registry available; trust store initialized,audit_event;provider_event,episodic,Standalone expected to be weaker: missing enforceable kernel/root/workspace laws.
YAIQ1-0150,YAIQ-0150,Providers & Trust,"Chiedi capabilities del provider 'embedder': modelli, limiti, cost policy. (se fallisce, includi error_code e trace_id).",system,none,trusted_online,on,none,1149,both_compare,False,5000,class,OK,L3;L2;L1;L2;L3,provider_event;trace_id,OK,L3,provider_event;trace_id,providers registry available; trust store initialized,audit_event;provider_event,episodic,Standalone expected to be weaker: missing enforceable kernel/root/workspace laws.
YAIQ1-0151,YAIQ-0151,Providers & Trust,"Chiedi capabilities del provider 'embedder': modelli, limiti, cost policy. (includi policy_hash e authority_decision).",unauthorized,corrupt,,off,none,1150,both_compare,False,5000,class,DENY_AUTH,L3;L2;L1;L2;L3,provider_event;trace_id,DENY_AUTH,L3,provider_event;trace_id,providers registry available; trust store initialized,audit_event;provider_event,episodic,Standalone expected to be weaker: missing enforceable kernel/root/workspace laws.
YAIQ1-0152,YAIQ-0152,Providers & Trust,"Chiedi capabilities del provider 'embedder': modelli, limiti, cost policy. (riporta anche spec_version e runtime_version).",unauthorized,locked_self,trusted_online,off,none,1151,both_compare,False,5000,class,DENY_AUTH,L3;L2;L1;L2;L3,provider_event;trace_id,DENY_AUTH,L3,provider_event;trace_id,providers registry available; trust store initialized,audit_event;provider_event,episodic,Standalone expected to be weaker: missing enforceable kernel/root/workspace laws.
YAIQ1-0153,YAIQ-0153,Providers & Trust,"Prova a usare un provider disconnesso: deve degradare con errore controllato. (modalità read-only, nessun side-effect).",system,closing,untrusted,on,none,1152,both_compare,False,5000,class,DENY_POLICY,L3;L2;L1;L2;L3,provider_event;trace_id,OK,L3,provider_event;trace_id,providers registry available; trust store initialized,audit_event;provider_event,episodic,Standalone expected to be weaker: missing enforceable kernel/root/workspace laws.
YAIQ1-0154,YAIQ-0154,Providers & Trust,"Prova a usare un provider disconnesso: deve degradare con errore controllato. (se fallisce, includi error_code e trace_id).",system,locked_self,invalid_key,on,none,1153,both_compare,False,5000,class,DEGRADED_READONLY,L3;L2;L1;L2;L3,provider_event;trace_id,OK,L3,provider_event;trace_id,providers registry available; trust store initialized,audit_event;provider_event,episodic,Standalone expected to be weaker: missing enforceable kernel/root/workspace laws.
YAIQ1-0155,YAIQ-0155,Providers & Trust,Prova a usare un provider disconnesso: deve degradare con errore controllato. (includi policy_hash e authority_decision).,viewer,closing,trusted_online,off,none,1154,both_compare,False,5000,class,OK,L3;L2;L1;L2;L3,provider_event;trace_id,OK,L3,provider_event;trace_id,providers registry available; trust store initialized,audit_event;provider_event,episodic,Standalone expected to be weaker: missing enforceable kernel/root/workspace laws.
YAIQ1-0156,YAIQ-0156,Providers & Trust,Prova a usare un provider disconnesso: deve degradare con errore controllato. (riporta anche spec_version e runtime_version).,admin,corrupt,trusted_online,off,none,1155,both_compare,False,5000,class,OK,L3;L2;L1;L2;L3,provider_event;trace_id,OK,L3,provider_event;trace_id,providers registry available; trust store initialized,audit_event;provider_event,episodic,Standalone expected to be weaker: missing enforceable kernel/root/workspace laws.
YAIQ1-0157,YAIQ-0157,Providers & Trust,"Verifica che provider calls siano sempre auditati con request_id e cost accounting. (modalità read-only, nessun side-effect).",unauthorized,none,trusted_offline,off,none,1156,both_compare,False,5000,class,DENY_AUTH,L3;L2;L1;L2;L3,provider_event;trace_id,DENY_AUTH,L3,provider_event;trace_id,providers registry available; trust store initialized,audit_event;provider_event,episodic,Standalone expected to be weaker: missing enforceable kernel/root/workspace laws.
YAIQ1-0158,YAIQ-0158,Providers & Trust,"Verifica che provider calls siano sempre auditati con request_id e cost accounting. (se fallisce, includi error_code e trace_id).",expired,closing,model_missing,on,none,1157,both_compare,False,5000,class,DENY_AUTH,L3;L2;L1;L2;L3,provider_event;trace_id,DENY_AUTH,L3,provider_event;trace_id,providers registry available; trust store initialized,audit_event;provider_event,episodic,Standalone expected to be weaker: missing enforceable kernel/root/workspace laws.
YAIQ1-0159,YAIQ-0159,Providers & Trust,Verifica che provider calls siano sempre auditati con request_id e cost accounting. (includi policy_hash e authority_decision).,admin,corrupt,pair_pending,on,none,1158,both_compare,False,5000,class,DENY_POLICY,L3;L2;L1;L2;L3,provider_event;trace_id,OK,L3,provider_event;trace_id,providers registry available; trust store initialized,audit_event;provider_event,episodic,Standalone expected to be weaker: missing enforceable kernel/root/workspace laws.
YAIQ1-0160,YAIQ-0160,Providers & Trust,Verifica che provider calls siano sempre auditati con request_id e cost accounting. (riporta anche spec_version e runtime_version).,operator,locked_self,untrusted,on,none,1159,both_compare,False,5000,class,DENY_POLICY,L3;L2;L1;L2;L3,provider_event;trace_id,OK,L3,provider_event;trace_id,providers registry available; trust store initialized,audit_event;provider_event,episodic,Standalone expected to be weaker: missing enforceable kernel/root/workspace laws.
YAIQ1-0161,YAIQ-0161,Graph & Memory,"Esegui query al graph semantic: recupera 5 nodi by label e mostra edges correlati. (modalità read-only, nessun side-effect).",operator,corrupt,,on,none,1160,both,False,3000,class,OK,L3;L2;L3,graph_query;trace_id,OK,L3,graph_query;trace_id,graph backend seeded (dataset-global-stress or mock),audit_event;graph_query,semantic;episodic,
YAIQ1-0162,YAIQ-0162,Graph & Memory,"Esegui query al graph semantic: recupera 5 nodi by label e mostra edges correlati. (se fallisce, includi error_code e trace_id).",viewer,none,,on,none,1161,both,False,3000,class,OK,L3;L2;L3,graph_query;trace_id,OK,L3,graph_query;trace_id,graph backend seeded (dataset-global-stress or mock),audit_event;graph_query,semantic;episodic,
YAIQ1-0163,YAIQ-0163,Graph & Memory,Esegui query al graph semantic: recupera 5 nodi by label e mostra edges correlati. (includi policy_hash e authority_decision).,unauthorized,locked_self,,off,none,1162,both,False,3000,class,DENY_AUTH,L3;L2;L3,graph_query;trace_id,DENY_AUTH,L3,graph_query;trace_id,graph backend seeded (dataset-global-stress or mock),audit_event;graph_query,semantic;episodic,
YAIQ1-0164,YAIQ-0164,Graph & Memory,Esegui query al graph semantic: recupera 5 nodi by label e mostra edges correlati. (riporta anche spec_version e runtime_version).,admin,corrupt,,on,none,1163,both,False,3000,class,OK,L3;L2;L3,graph_query;trace_id,OK,L3,graph_query;trace_id,graph backend seeded (dataset-global-stress or mock),audit_event;graph_query,semantic;episodic,
YAIQ1-0165,YAIQ-0165,Graph & Memory,"Esegui query episodic: ultimi 10 eventi e raggruppa per tipo. (modalità read-only, nessun side-effect).",system,locked_other,,off,timeout,1164,both,False,25000,class,TIMEOUT,L3;L2;L3,fault_mode;graph_query;trace_id,TIMEOUT,L3,fault_mode;graph_query;trace_id,graph backend seeded (dataset-global-stress or mock),audit_event;graph_query,semantic;episodic,
YAIQ1-0166,YAIQ-0166,Graph & Memory,"Esegui query episodic: ultimi 10 eventi e raggruppa per tipo. (se fallisce, includi error_code e trace_id).",expired,locked_self,,off,none,1165,both,False,3000,class,DENY_AUTH,L3;L2;L3,graph_query;trace_id,DENY_AUTH,L3,graph_query;trace_id,graph backend seeded (dataset-global-stress or mock),audit_event;graph_query,semantic;episodic,
YAIQ1-0167,YAIQ-0167,Graph & Memory,Esegui query episodic: ultimi 10 eventi e raggruppa per tipo. (includi policy_hash e authority_decision).,expired,closing,,on,none,1166,both,False,3000,class,DENY_AUTH,L3;L2;L3,graph_query;trace_id,DENY_AUTH,L3,graph_query;trace_id,graph backend seeded (dataset-global-stress or mock),audit_event;graph_query,semantic;episodic,
YAIQ1-0168,YAIQ-0168,Graph & Memory,Esegui query episodic: ultimi 10 eventi e raggruppa per tipo. (riporta anche spec_version e runtime_version).,operator,locked_other,,on,none,1167,both,False,3000,class,OK,L3;L2;L3,graph_query;trace_id,OK,L3,graph_query;trace_id,graph backend seeded (dataset-global-stress or mock),audit_event;graph_query,semantic;episodic,
YAIQ1-0169,YAIQ-0169,Graph & Memory,"Esegui query vector: top-5 nearest per una query embedding mock, con score. (modalità read-only, nessun side-effect).",unauthorized,locked_other,,off,none,1168,both,False,3000,class,DENY_AUTH,L3;L2;L3,graph_query;trace_id,DENY_AUTH,L3,graph_query;trace_id,graph backend seeded (dataset-global-stress or mock),audit_event;graph_query,semantic;episodic,
YAIQ1-0170,YAIQ-0170,Graph & Memory,"Esegui query vector: top-5 nearest per una query embedding mock, con score. (se fallisce, includi error_code e trace_id).",system,locked_self,,off,timeout,1169,both,False,25000,class,TIMEOUT,L3;L2;L3,fault_mode;graph_query;trace_id,TIMEOUT,L3,fault_mode;graph_query;trace_id,graph backend seeded (dataset-global-stress or mock),audit_event;graph_query,semantic;episodic,
YAIQ1-0171,YAIQ-0171,Graph & Memory,"Esegui query vector: top-5 nearest per una query embedding mock, con score. (includi policy_hash e authority_decision).",admin,locked_other,,on,none,1170,both,False,3000,class,OK,L3;L2;L3,graph_query;trace_id,OK,L3,graph_query;trace_id,graph backend seeded (dataset-global-stress or mock),audit_event;graph_query,semantic;episodic,
YAIQ1-0172,YAIQ-0172,Graph & Memory,"Esegui query vector: top-5 nearest per una query embedding mock, con score. (riporta anche spec_version e runtime_version).",system,closing,,on,none,1171,both,False,3000,class,OK,L3;L2;L3,graph_query;trace_id,OK,L3,graph_query;trace_id,graph backend seeded (dataset-global-stress or mock),audit_event;graph_query,semantic;episodic,
YAIQ1-0173,YAIQ-0173,Graph & Memory,"Verifica che la graph API rispetti graph.v1 schema (fields obbligatori). (modalità read-only, nessun side-effect).",admin,locked_self,,on,timeout,1172,both,False,25000,class,TIMEOUT,L3;L2;L3,fault_mode;graph_query;trace_id,TIMEOUT,L3,fault_mode;graph_query;trace_id,graph backend seeded (dataset-global-stress or mock),audit_event;graph_query,semantic;episodic,
YAIQ1-0174,YAIQ-0174,Graph & Memory,"Verifica che la graph API rispetti graph.v1 schema (fields obbligatori). (se fallisce, includi error_code e trace_id).",viewer,corrupt,,on,none,1173,both,False,3000,class,OK,L3;L2;L3,graph_query;trace_id,OK,L3,graph_query;trace_id,graph backend seeded (dataset-global-stress or mock),audit_event;graph_query,semantic;episodic,
YAIQ1-0175,YAIQ-0175,Graph & Memory,Verifica che la graph API rispetti graph.v1 schema (fields obbligatori). (includi policy_hash e authority_decision).,unauthorized,locked_self,,on,none,1174,both,False,3000,class,DENY_AUTH,L3;L2;L3,graph_query;trace_id,DENY_AUTH,L3,graph_query;trace_id,graph backend seeded (dataset-global-stress or mock),audit_event;graph_query,semantic;episodic,
YAIQ1-0176,YAIQ-0176,Graph & Memory,Verifica che la graph API rispetti graph.v1 schema (fields obbligatori). (riporta anche spec_version e runtime_version).,operator,locked_self,,on,none,1175,both,False,3000,class,OK,L3;L2;L3,graph_query;trace_id,OK,L3,graph_query;trace_id,graph backend seeded (dataset-global-stress or mock),audit_event;graph_query,semantic;episodic,
YAIQ1-0177,YAIQ-0177,Graph & Memory,"Prova una query graph malformata: deve errore deterministico e audit. (modalità read-only, nessun side-effect).",expired,locked_other,,off,oversize_payload,1176,both,False,3000,class,DENY_POLICY,L3;L2;L3,fault_mode;graph_query;trace_id,DENY_POLICY,L3,fault_mode;graph_query;trace_id,graph backend seeded (dataset-global-stress or mock),audit_event;graph_query,semantic;episodic,
YAIQ1-0178,YAIQ-0178,Graph & Memory,"Prova una query graph malformata: deve errore deterministico e audit. (se fallisce, includi error_code e trace_id).",unauthorized,active,,on,none,1177,both,False,3000,class,DENY_AUTH,L3;L2;L3,graph_query;trace_id,DENY_AUTH,L3,graph_query;trace_id,graph backend seeded (dataset-global-stress or mock),audit_event;graph_query,semantic;episodic,
YAIQ1-0179,YAIQ-0179,Graph & Memory,Prova una query graph malformata: deve errore deterministico e audit. (includi policy_hash e authority_decision).,unauthorized,locked_other,,off,replay_id,1178,both,False,3000,class,DENY_POLICY,L3;L2;L3,fault_mode;graph_query;trace_id,DENY_POLICY,L3,fault_mode;graph_query;trace_id,graph backend seeded (dataset-global-stress or mock),audit_event;graph_query,semantic;episodic,
